2011,8,15,1082604.6
2011,8,16,1079100.6
2011,8,17,1079052.6
2011,8,18,1061868.6
2011,8,19,1049892.6
2011,8,22,1050384.6
2011,8,23,1070880.6
2011,8,24,1073964.6
2011,8,25,1071024.6
2011,8,26,1082808.6
2011,8,29,1090440.6
2011,8,30,1090464.6
2011,8,31,1084296.6
2011,9,1,1079760.6
2011,9,2,1071420.6
2011,9,6,1078224.6
2011,9,7,1083228.6
2011,9,8,1083480.6
2011,9,9,1075524.6
2011,9,12,1078464.6
2011,9,13,1084056.6
2011,9,14,1089648.6
2011,9,15,1094016.6
2011,9,16,1103028.6
2011,9,19,1116324.6
2011,9,20,1118496.6
2011,9,21,1116936.6
2011,9,22,1104600.6
2011,9,23,1107564.6
2011,9,26,1106220.6
2011,9,27,1101540.6
2011,9,28,1098852.6
2011,9,29,1091160.6
2011,9,30,1080108.6
2011,10,3,1072080.6
2011,10,4,1069572.6
2011,10,5,1076436.6
2011,10,6,1075392.6
2011,10,7,1066344.6
2011,10,10,1089060.6
2011,10,11,1102776.6
2011,10,12,1105044.6
2011,10,13,1112496.6
2011,10,14,1128720.6
2011,10,17,1126308.6
2011,10,18,1128996.6
2011,10,19,1100784.6
2011,10,20,1096824.6
2011,10,21,1093908.6
2011,10,24,1109328.6
2011,10,25,1099764.6
2011,10,26,1103148.6
2011,10,27,1108032.6
2011,10,28,1108344.6
2011,10,31,1108140.6
2011,11,1,1098252.6
2011,11,2,1099332.6
2011,11,3,1106100.6
2011,11,4,1102716.6
2011,11,7,1102104.6
2011,11,8,1109868.6
2011,11,9,1096788.6
2011,11,10,1084764.6
2011,11,11,1084056.6
2011,11,14,1077648.6
2011,11,15,1089084.6
2011,11,16,1084236.6
2011,11,17,1075440.6
2011,11,18,1072488.6
2011,11,21,1065396.6
2011,11,22,1074360.6
2011,11,23,1062984.6
2011,11,25,1058904.6
2011,11,28,1073892.6
2011,11,29,1070400.6
2011,11,30,1081164.6
2011,12,1,1088004.6
2011,12,2,1090116.6
2011,12,5,1094076.6
2011,12,6,1091616.6
2011,12,7,1089396.6
2011,12,8,1091268.6
2011,12,9,1094808.6
2011,12,12,1092672.6
2011,12,13,1089060.6
2011,12,14,1078752.6
